pca1,pca2,model_type
2.125800963787036,18.975570519595315,Baseline
-14.52207947113394,-11.671624583632829,Baseline
-3.2201418402347506,30.017648979122278,Baseline
53.68802398848326,-26.689233615433906,Baseline
7.989314557353064,1.1950495797238891,Baseline
17.212917679393023,22.34840984487413,Baseline
-4.4611766421814965,17.07904838325032,Baseline
-1.841195288738215,22.964450959063424,Baseline
28.632258369518848,1.6084376691593667,Baseline
14.358505502409667,20.627474481003805,Baseline
-12.375733771893698,-19.159214620448456,Baseline
-11.933517272842217,-8.898121269511583,Baseline
0.002193723373199464,31.058436661666747,Baseline
13.709586780932538,19.043634504407795,Baseline
16.559905503888185,24.176197550660017,Baseline
3.336918265545398,-22.089338793899305,Baseline
-0.968118651751516,17.368925282346513,Baseline
-4.656662544584846,28.31862037128216,Baseline
1.314082564514271,5.508449582977395,Baseline
17.062660845340524,25.78794697570687,Baseline
-9.209915069532737,-17.51018271061653,Baseline
-22.207130508117114,-11.771412351856318,Baseline
-2.1060957306719774,27.976144849996395,Baseline
12.293756992917109,9.27360816738234,Baseline
19.61682027347877,19.30725002479924,Baseline
-26.314074053845168,-24.451934148817866,Baseline
-19.921877073460752,-7.737592873948848,Baseline
0.9439660104826367,27.98171602744063,Baseline
53.11770179701983,-20.601300477057055,Baseline
13.506673360128389,22.701428502519782,Baseline
10.514376748141672,-11.897178074563314,Baseline
52.01244382942534,-31.328258457580617,Baseline
-7.609061235821635,24.33980308479281,Baseline
-16.221202810905805,-17.03370954342284,Baseline
12.92837604945715,25.35294190931484,Baseline
-19.050637772398947,-17.765113592145983,Baseline
-17.83934126361468,-17.068909598316576,Baseline
-5.986294684860052,31.059801042028656,Baseline
10.42740746911665,25.212345979095748,Baseline
48.18405482105147,-21.238964801347173,Baseline
-11.667586885657908,-17.095397573008494,Baseline
-21.96546888510484,-18.807312616129533,Baseline
20.661514679758803,22.117263969335095,Baseline
-6.494526087828553,-17.8989540278861,Baseline
-4.752019346621909,29.93732369975002,Baseline
-23.68844015645666,-16.465668463477634,Baseline
-6.780464826998886,6.346740672292809,Baseline
1.5093518537107125,32.085375194114995,Baseline
52.8074428222148,-22.100869834241664,Baseline
10.53687422088343,27.814234646704744,Baseline
-15.572553602137443,-22.780733141891343,Baseline
-20.230530186764142,3.789645466792771,Baseline
-28.21026193659303,-19.36190060669197,Baseline
-4.807962086904959,25.846523412555687,Baseline
-5.976424099414397,-9.357652604965423,Baseline
15.581238882245316,11.497696497679565,Baseline
-14.484484401127052,0.8046437387296919,Baseline
-6.665461736087867,25.905663372854274,Baseline
48.853068015823354,-23.513847693035274,Baseline
-17.10634363262615,-4.319485557659713,Baseline
10.433689262754093,19.806093808627743,Baseline
-17.614700377194094,-30.125593929123756,Baseline
-12.670907078383957,19.31360960468696,Baseline
-0.1112118383368789,11.083263598981162,Baseline
41.25144576076295,-10.464824534826322,Baseline
50.30137462190663,-21.106545265872107,Baseline
-17.445782443749952,-9.078294179345214,Baseline
0.7631824217837807,21.11199631029089,Baseline
54.24648071076382,-27.903263257815276,Baseline
13.305303049955759,26.869056022320947,Baseline
-3.8762742820781226,-6.732752795780362,Baseline
-12.942997706262014,-23.056382418181492,Baseline
-7.7164542796078885,30.738046188634627,Baseline
53.266821587376405,-32.49926440899694,Baseline
7.53388242832355,16.81232930114755,Baseline
-16.671055148943392,-25.739091258801125,Baseline
-6.728995012120906,11.514263909537869,Baseline
-28.228022610277666,-18.067267933688274,Baseline
8.043903959289622,-0.8863947773915778,Baseline
-7.154512051567896,8.686418763467755,Baseline
0.6461653645867446,15.191674466894566,Baseline
-3.1246437252971493,-8.078979897804079,Baseline
7.934439754055749,-9.807330476927293,Baseline
-1.9236521101222332,-3.1094682476977686,Baseline
-13.942992740413356,-14.857937727358165,Baseline
-24.091932183111325,-24.674736974120954,Baseline
-13.159391941824815,-20.214796721612004,Baseline
10.68850366082821,28.25019219217268,Baseline
51.083831193886155,-19.425061030379982,Baseline
3.3825180201888445,24.780499375062202,Baseline
-4.422442737336278,-9.30762951381071,Baseline
-24.087249830119816,-18.150889890990502,Baseline
-9.171375824122743,27.907327422456774,Baseline
-4.597641427451022,5.187278300554468,Baseline
12.864667712381388,27.25305689306979,Baseline
-13.261119524238232,-12.366665926406844,Baseline
-9.303854750780646,-12.090994882980151,Baseline
8.32927431579826,24.37554054770868,Baseline
-3.1590934374134583,12.807842484506397,Baseline
55.52948654780367,-24.635022381623912,Baseline
40.37513413276839,-7.841234367827761,Baseline
-5.716071616526954,-11.380062427953893,Baseline
-10.817115932364354,-14.449539446687012,Baseline
-4.1606066710263665,9.459773987061672,Baseline
-1.587813023241297,9.403959807028677,Baseline
12.045158324160042,20.66993649834244,Baseline
-13.059386442863904,-2.192759002152843,Baseline
1.758492546273397,26.390517387731425,Baseline
36.338621893142744,1.6964997127594683,Baseline
14.577568545178702,22.757642677570246,Baseline
-0.6041212259402271,10.139545750535635,Baseline
-23.641061982090157,-13.962308765944902,Baseline
-6.732943019015727,22.22928478198968,Baseline
24.966967036639698,7.370384968047868,Baseline
-6.95396804912766,-4.584340778961661,Baseline
-27.597055312932483,-19.443453248641454,Baseline
-9.011977513547189,8.01964088388127,Baseline
2.1565715505017504,30.480574030922188,Baseline
9.874257218639661,28.31416291744941,Baseline
23.127899666197905,5.702853610262469,Baseline
-8.210161802603194,-9.325528645005203,Baseline
-8.927463678804914,-12.50660553552377,Baseline
-0.9964991492791622,26.690362755551163,Baseline
14.226496143760853,23.785411285569435,Baseline
53.46152540886512,-26.383931672834386,Baseline
-14.059962639074564,-6.445398120662224,Baseline
-4.464927768139245,9.422119240275483,Baseline
1.5093518537107125,32.085375194114995,Baseline
48.07552861040214,-18.776921007107468,Baseline
-6.592772830856679,-15.87149134726146,Baseline
11.902033903988896,29.557518367495167,Baseline
-17.236767092576628,-15.59003216645377,Baseline
-10.573857488613362,23.130458551356348,Baseline
0.8366649806067554,11.661458842762217,Baseline
33.16196654383368,-10.940544347400456,Baseline
12.756185510625373,22.329548197057203,Baseline
-18.44397127662399,-4.216795246125994,Baseline
-5.975080060758624,29.576022531395814,Baseline
36.228166615404895,2.940704987557492,Baseline
17.012098462217953,18.999109807141686,Baseline
-4.167560271875828,-6.6624801151388695,Baseline
0.19064054820736095,19.028139344174605,Baseline
0.322677706217703,25.792428764296396,Baseline
51.65357410222654,-23.456741474233887,Baseline
17.109903741011845,21.275572771194007,Baseline
-17.365945998232966,-23.32082239970842,Baseline
-17.742832050009323,-16.610063093945506,Baseline
1.4178976764320828,10.621478957821298,Baseline
-4.244255122797551,29.178812264286933,Baseline
6.820507126884552,24.46981905371199,Baseline
-0.4812133959562799,0.12304948654997748,Baseline
10.900360212385962,28.90623023696731,Baseline
-25.22793802045031,-23.862490469930027,Baseline
-4.5430042746905945,30.418456301549146,Baseline
2.786202610803154,21.695964004309136,Baseline
-7.295263080493504,-19.256007828796356,Baseline
-0.692590029373244,-3.2115441661297384,Baseline
1.3669116359349969,33.158293385521524,Baseline
-6.257772442405227,9.129304732100321,Baseline
54.00346160672537,-22.228914695287166,Baseline
7.020122579825116,23.461260507780977,Baseline
-20.500844239032148,-17.311304223697235,Baseline
-5.762176041934136,29.528948000703497,Baseline
46.45093413823253,-26.091730368590923,Baseline
-19.518925654930094,-24.840923453606493,Baseline
6.472153666044136,19.82073097012693,Baseline
-9.550459708060755,-10.608081652968684,Baseline
3.050722497688936,29.13962730726276,Baseline
57.335921487941654,-28.00066710674865,Baseline
-1.2892263537300923,-19.71588292117241,Baseline
5.779021308926032,21.775138695828197,Baseline
-8.348473258236414,-9.222525477594207,Baseline
-4.632527106936297,12.886437756406233,Baseline
-25.018014066712706,-12.051819562346173,Baseline
-7.6308041573405605,25.696964874960415,Baseline
23.659639290099356,10.620790480017616,Baseline
-8.623118058917061,-14.40127522744522,Baseline
-4.7138274103026765,30.215943941857127,Baseline
54.20827768795442,-29.891318297465126,Baseline
2.1878273736050646,18.51282346814278,Baseline
7.550230989432631,13.959805697501544,Baseline
-18.77454767180281,-16.884882755409436,Baseline
-8.07193436385593,23.453195612488575,Baseline
-8.39922021457918,-17.14174373001352,Baseline
13.472498563300848,24.667850345504753,Baseline
-13.273426120895495,8.676810473897426,Baseline
2.2247588390055117,-18.746895829405396,Baseline
-4.393839169871038,30.096194303755727,Baseline
43.28034829140707,-9.315652290015267,Baseline
16.12851190688456,21.99521963856267,Baseline
-9.856963420656825,-10.680388860524562,Baseline
-10.552432607468443,-10.275656981230588,Baseline
1.7089445511508763,32.4972030887102,Baseline
38.19382009528776,-9.490992674027968,Baseline
7.96495146722126,21.867169160232024,Baseline
-16.13645900977944,-29.439227746302556,Baseline
-14.487816398290638,-7.686278565532795,Baseline
-2.5593261246753904,29.45961668007913,Baseline
0.73808561700813,22.623749261616023,Baseline
-11.622433264000993,1.7113518604854905,Baseline
33.961036675042514,4.2417099399250935,Baseline
7.167452130041392,18.6279351293463,Baseline
-28.707252209302748,-17.49125908879294,Baseline
-5.380856655803865,7.95459072000739,Baseline
-3.924347442823309,27.533920744006817,Baseline
3.423157209603349,-16.80804031327177,Baseline
-20.614834852968386,3.8745867186089242,Baseline
-9.869622448239129,23.68377863953473,Baseline
51.45825874391336,-26.618307911943905,Baseline
9.158845001242428,19.9650255866516,Baseline
-14.653320073758984,-21.596825061423427,Baseline
-2.057954417409496,15.008996055142319,Baseline
-1.8064151707685516,29.089204065529326,Baseline
-9.352853496991106,1.4338972829140746,Baseline
-20.44257545099073,-1.0694622737724309,Baseline
18.523626290130455,22.602007394140266,Baseline
-26.34917673032256,-11.758552642397255,Baseline
-5.415958457806958,28.788580908370307,Baseline
-2.9356352607334326,7.767886328195842,Baseline
16.695183334234137,21.906777520955266,Baseline
-8.834775838096146,-11.444968579312675,Baseline
-23.175605254126115,-17.235877435201953,Baseline
5.691263474444504,30.06846893326466,Baseline
13.789669293965229,9.423386627965336,Baseline
14.815179766440032,21.474597163114154,Baseline
-12.203272746600682,-7.554942424807485,Baseline
-30.494711741326025,-19.163978507582083,Baseline
-3.142828327494721,32.12751838274663,Baseline
14.482439689714363,20.533985593496418,Baseline
9.268826239882918,25.345844199030306,Baseline
38.43927315135003,-23.77745578476158,Baseline
-18.252797479916477,-10.36854432237405,Baseline
-4.376466856915937,24.687541674089555,Baseline
0.7965866973117345,9.684627180766828,Baseline
9.452566798570276,28.477445300693482,Baseline
-16.100453474699577,-17.78616151267291,Baseline
-2.172739189463907,7.613962879295956,Baseline
-5.7339028037969335,29.43899732369677,Baseline
36.60684311748277,0.6770839270657821,Baseline
-9.658139846361898,-17.4153570116959,Baseline
8.933245264352097,13.283268598261838,Baseline
2.651591223036168,12.385448508067086,Baseline
-20.982418591577687,-23.127342153725234,Baseline
-6.091810162371022,28.52075175558853,Baseline
-0.2587959186397919,-10.712918858641173,Baseline
-3.953903931997193,-19.47524463267947,Baseline
0.6979526001290448,14.94949941555399,Baseline
3.901138834251585,24.243653960416115,Baseline
-6.9407765886412385,0.5525082604853079,Baseline
5.339236868933904,18.693663701441018,Baseline
-10.119974899829035,-10.940384605707035,Baseline
14.247345833008337,-11.206960357338517,Baseline
-2.67282096872977,30.792368054157013,Baseline
21.91426156353184,4.388576880110583,Baseline
11.626952385754148,21.4100426933182,Baseline
-22.169610096638262,-21.535902321680034,Baseline
-12.015878081005695,-6.9441742343585,Baseline
-4.416538713938015,32.41281980909927,Baseline
50.21210166757164,-17.614932839584,Baseline
16.716062048791663,19.16706988296137,Baseline
-10.116402471892796,-10.7962855950078,Baseline
-33.148013097933024,-15.489173690515042,Baseline
-6.439427089441606,25.785679790257387,Baseline
53.45141407788946,-29.61483439697127,Baseline
12.165903902265358,20.722599926854752,Baseline
-9.904295707237477,-25.10748537636548,Baseline
2.7561621353994656,22.936147391034005,Baseline
1.5093518537107125,32.085375194114995,Baseline
-8.826955689861752,9.936223161352661,Baseline
47.54275789727279,-23.74456591593106,Baseline
5.802859600169152,23.923664083592378,Baseline
2.055175707503825,22.133379299167334,Baseline
-12.011439166289662,-23.05012265262928,Baseline
1.309001833706331,27.54420292536335,Baseline
-1.8898583482642184,11.83751218026373,Baseline
49.53820906794155,-25.11135772531493,Baseline
5.648374268043891,27.216861473791834,Baseline
6.104171424325653,32.87767373156415,Baseline
51.50673205979065,-18.79324163168843,Baseline
13.405363521212077,23.00430780714547,Baseline
-2.1849383395544106,-5.4679758852607865,Baseline
2.9082465537802067,-17.948694351554657,Baseline
3.7985490761649503,24.085137685720554,Baseline
56.1311883196543,-27.21873437423657,Baseline
-20.9853175491884,-17.82435904912814,Baseline
18.920391561706666,18.80315602608286,Baseline
1.4198359975930612,10.371712049815397,Baseline
0.821632715330535,13.768858440876825,Baseline
52.665093415229784,-28.983830928318508,Baseline
13.07700386340473,20.328072107060304,Baseline
18.783567991209402,-18.10365188783048,Baseline
2.330036357475752,-17.23877539627883,Baseline
3.0521405437344677,23.02155490543869,Baseline
50.67705434026809,-26.89571239226368,Baseline
15.09253902666655,23.649924660155758,Baseline
-22.886913788249668,-7.126869650679967,Baseline
-3.5560456661219413,18.01363986109017,Baseline
0.882566344776765,26.12319615109502,Baseline
36.99049129006481,0.637614580173393,Baseline
16.4039091912597,25.811260685343296,Baseline
-7.033018266744576,2.19107955271552,Baseline
-4.207064825000568,-16.802642309659362,Baseline
-7.1970454066243965,29.9737785300278,Baseline
22.386471234355955,19.0439354655029,Baseline
-13.311371644796978,-12.886722702839117,Baseline
48.14495983922899,-20.731267679184324,Baseline
-12.366710276885918,-0.33722511798844834,Baseline
4.4404069134467266,25.256286015992767,Baseline
40.99585824314986,-5.8942000233042195,Baseline
9.947345493813229,20.79170006778558,Baseline
-11.02192728861062,-13.882221385265078,Baseline
-3.1070769451868423,28.668783124393148,Baseline
-1.7432043268848885,-7.487486468096696,Baseline
-26.87297838771393,-24.565577590576403,Baseline
44.017920197549195,-9.636768882733406,Baseline
19.154710593933096,21.818994451772635,Baseline
-24.919643482866913,-15.366427930923868,Baseline
2.777407932472465,38.183582981721706,Baseline
50.817388663207026,-30.291022424761234,Baseline
7.875803852757991,21.741364109828982,Baseline
-9.681836112058589,-22.196200820267247,Baseline
8.831478753278006,30.889081246581984,Baseline
-9.592381993974616,-14.06025221817159,Baseline
-6.583494182911357,11.475056499943207,Baseline
-30.910278188882533,-18.82934447691287,Baseline
-3.6479230945834007,34.395352435683066,Baseline
-10.404289458421822,-1.2523921978113104,Baseline
-3.6575321544846897,28.80370265008702,Baseline
-1.4688778675744516,16.33732580363079,Baseline
54.41724527695273,-25.509762247426753,Baseline
11.32128849306412,20.932406903372605,Baseline
-14.233924927367946,1.3418314509038989,Baseline
-1.5716725162508018,27.77708617111803,Baseline
-2.2268121808245738,6.635785163368222,Baseline
30.696999266875498,7.509000590079219,Baseline
-16.770428728576917,-10.537692007621661,Baseline
10.265470879203635,16.762214422402618,Baseline
2.8211375651745407,31.081294879729622,Baseline
52.95661037702973,-20.398650414561804,Baseline
-4.697720942293627,21.63787030347771,Baseline
5.379794120109974,13.799914645141465,Baseline
-23.914072374672276,-25.67745482211683,Baseline
-0.5523965157099006,29.286619680725448,Baseline
-3.657411403107681,-10.268883720090825,Baseline
-12.457614682933734,-18.80572488960725,Baseline
53.96026024479024,-27.097011824372533,Baseline
-14.834843518951796,13.198107666580482,Finetuned
-3.541397162128318,23.024691864479173,Finetuned
-12.616270404833246,17.15555592389771,Finetuned
53.94247434700259,-31.465474794300505,Finetuned
19.41620845339036,5.880063943016709,Finetuned
-37.8215758230168,-41.110676001483796,Finetuned
-2.8782939673368713,23.603450309216097,Finetuned
53.588893867617934,-32.03972409139352,Finetuned
-17.111616373790323,8.502065120925344,Finetuned
20.839605272145857,1.726441809186499,Finetuned
-20.207521165738054,1.1202096504069294,Finetuned
-5.737430818638936,27.092468450892913,Finetuned
-23.90086798089503,3.261507624759213,Finetuned
9.870977099460406,15.383755405045537,Finetuned
-25.266001468341592,-23.50386777589061,Finetuned
-10.391304123412649,14.56827602574863,Finetuned
-19.27075358392526,-3.826014645150899,Finetuned
-7.799449468126285,24.90579842475713,Finetuned
-19.262779056640454,5.0885004206899795,Finetuned
-32.12725882921993,-22.886463331796026,Finetuned
-34.97017561235354,-30.27284620834642,Finetuned
-5.489574287862861,25.27540955435467,Finetuned
48.66670099160296,-29.43652982244582,Finetuned
1.5625754571665686,19.714067300678042,Finetuned
-37.97122114716074,-35.60560523341802,Finetuned
-9.514538000670026,25.886632279486374,Finetuned
-33.911857818696376,-34.41079478236318,Finetuned
52.492979949638745,-25.334319397191376,Finetuned
-6.32668301510366,-14.068488582460464,Finetuned
-30.782063968684483,-27.40668071416675,Finetuned
-41.835679930872665,-42.10814111661558,Finetuned
1.2681650479428022,14.76592914103639,Finetuned
55.47804498360384,-30.026431333726674,Finetuned
-27.54996345373255,-27.22140432255586,Finetuned
0.21164200165863067,18.348194006648026,Finetuned
-37.34267009058829,-26.361843868503517,Finetuned
-2.887675258795446,24.685431937401358,Finetuned
54.28339320668116,-31.34550664436971,Finetuned
-39.983903622222776,-35.08735423866164,Finetuned
-27.342267151037092,-4.484555745298253,Finetuned
-38.513311788232606,-31.421078097896988,Finetuned
-7.211032773060185,23.969422363038234,Finetuned
-6.465001641421998,1.6058052047455733,Finetuned
56.49554597532197,-30.95715191500235,Finetuned
-47.2467488318078,-35.679792654287944,Finetuned
0.9635377126823605,11.219991970687982,Finetuned
-13.961466718479391,21.080526809983468,Finetuned
-34.72416337063642,-23.24050151520971,Finetuned
-33.783782927141345,-15.951769757046412,Finetuned
58.346488587983146,-34.34982438964453,Finetuned
-40.05377794628042,-35.19013292721556,Finetuned
-9.377551787592415,20.91046802488754,Finetuned
56.33848802693479,-29.855229565135257,Finetuned
-23.039032603725488,8.04015165444424,Finetuned
1.353632886910678,19.1814391345622,Finetuned
-20.24115401712176,-19.410154690093176,Finetuned
53.30276982662979,-33.47349982327863,Finetuned
-9.965343967245234,1.7536713381628197,Finetuned
-44.6223220546882,-39.313417618170035,Finetuned
-1.8736694742732818,20.23332612642476,Finetuned
-40.00281831180276,-34.828988150365284,Finetuned
-6.675917209934828,23.217346636513177,Finetuned
-0.5132787412358399,14.904332464019886,Finetuned
4.74346199848042,8.095693433171322,Finetuned
-12.980225877536467,-24.112865261636426,Finetuned
-23.180727569994488,-7.150255795056313,Finetuned
-6.720351332777752,22.253065606842213,Finetuned
-1.1037568861174114,13.43422146577043,Finetuned
3.098481816514636,10.053886197227952,Finetuned
-41.45517854833334,-33.99694483891229,Finetuned
-19.04053654112699,11.48084183500585,Finetuned
-0.8279462717158655,21.704567332137383,Finetuned
50.12339850945777,-30.028240611103136,Finetuned
7.367471375419827,16.2904533718902,Finetuned
-21.000608859077865,-23.709989884121097,Finetuned
-15.907108999328962,8.402442129665555,Finetuned
-4.420881876750317,24.05185287416589,Finetuned
-25.290224258714534,-4.714427983335675,Finetuned
55.702246955885,-32.348684756852506,Finetuned
-15.80915310675506,9.40855396511741,Finetuned
-33.883120460047316,-28.89486065204711,Finetuned
-4.240299799356123,23.709038780684626,Finetuned
57.26026624162862,-31.548614445456668,Finetuned
12.183278644952216,7.57840430685264,Finetuned
-28.14091845228279,-38.24359601561586,Finetuned
-29.125141269051007,-7.928384990044694,Finetuned
-10.310073455737284,24.078707340055725,Finetuned
-24.18964572839897,-24.14673070403883,Finetuned
38.096286939107124,-16.857382745749767,Finetuned
13.53096120775997,5.088342324202282,Finetuned
-17.071951662312628,-2.940379323928105,Finetuned
-6.023634311513023,24.902086075607976,Finetuned
1.6046971639749243,19.081202595015274,Finetuned
9.46003739321415,14.627414274433036,Finetuned
-30.948943047944393,-17.07334166904558,Finetuned
-13.068821963542787,14.483054980117382,Finetuned
-6.6751386070134116,24.759614277315688,Finetuned
-9.237704526781906,17.97775963097164,Finetuned
6.581184037362652,16.06944370943057,Finetuned
44.6921944289964,-19.896241911983797,Finetuned
-16.70061660257923,9.04762004461729,Finetuned
-1.3834031625153702,25.05518879883118,Finetuned
2.458284043355017,20.223503057455364,Finetuned
23.770747195044407,6.659477381929273,Finetuned
-20.13922057958931,-20.321913408943118,Finetuned
-18.172070310005754,5.745032466405801,Finetuned
-19.924938032646427,-13.926681700647686,Finetuned
-11.511125307958118,25.449952990195637,Finetuned
44.62311294539106,-19.622218942582425,Finetuned
-15.123736700687253,9.037678357972462,Finetuned
-14.42493574073691,-0.3964046363285212,Finetuned
-6.891748937531935,28.82654168332502,Finetuned
-19.163027224709452,-2.677357477318055,Finetuned
48.38787277309009,-31.361250938718424,Finetuned
1.8087607807707635,21.038012439819536,Finetuned
-8.580260016160743,15.3074827242081,Finetuned
-24.781944160702068,-21.78187201228098,Finetuned
44.04038159559314,-26.77341516506228,Finetuned
-3.4253852498698163,20.47747434676476,Finetuned
-44.483124967733964,-41.108248861156646,Finetuned
-10.632433894404377,16.08498744343291,Finetuned
-7.420496410388324,30.21388726720162,Finetuned
